text,label
RT @harryptl3212: Bhaii Bhaii Hota Hain...#SalmanKhan #hashtag #bollywood #king #salmankhanfanpic.twitter.com/yKr8u91dnS,0
@BollywoodGandu  he is @bollywood Chutiya,0
FIR CHALI AYIE TRIPLE TALAQ KI DEBATE BHAKT CHANNELS PER 42 BACHE UP ME MARE KISI KO KOI DIKKAT NAHI,0
"Kisi ko bhi maarna is desh main aam ho gya hai, Bollywood bhi iske liye jimmedar hai, Jo dikhaoge wahi toh hota hai fir, Logon ko Conti....",0
"SNAPPED: Ranveer Singh, Sanjay Dutt, Kriti Sanon, Ayushmann Khurrana #bollywood, #ranveersingh, #sanjaydutt, #kritisanon",0
"Dekho, tum gambhir majaak kar rahe ho #Irony",0
Pakistan ko 229 tak Umar aur Wahab ne puhnchaya. West Indies ko bhi 229 tak Umar aur Wahab ne puhnchaya.  #Irony #PakVsWI,1
"Dubai: #ICC ODI Ranking Jari, Junobi Africa Pehlay, Australia Dosray, #Bharat Teesray Aur #Pakistan Chattay Number Per Aa Gaya. #Cricket",0
JHOOTA! RT @abdulsamadskhan: @Samra_Noori #SomethingIGetALot yaar bohat weight loose kiya hai tumne? #Sarcasm,0
20 sal tu ne naukari ki tab to tune ye video nahi dala jab VRS dae diya tab politics main ane kae liye tune ye sab kiya  @iTejbahadur,0
Yeh Sab politics ka khel hai! Khattar ke parivar ko koi prob Nahi hogi..Bas had jagah army bula lo?! Kyun? Mote policeman bhi kuch karle,0
Aap log asad bhai ku kahi se bhi maoqa dekh te sir bade bade log bhi hindu musalman shadi karte jaise k Bollywood me dekh lo aap log,0
#BareillyKiBarfi ..jaaandar thi barfi ..tripathi ji n rajkumar were special #movies #entertainment #Bollywood #hindimovies,0
"Usko triple talaq nahi jhelna padega, sukh se rahegi, burka pahane jaise bandishe bhi nahi hongi.Ye sab sun ke mirchi lagi ho to jarur batao",0
Hindu ladkiyo ke baare main bhi kuch socho thoda...only 0. 3% muslims women faced triple talaq... Nautanki hai vote ke liye sab. pic.twitter.com/vEM85YOytU,0
I swear. Seen it multiple times. Sunni gave triple talaq. Ghusa thanda hwa wahabi se fatwa laya aur tan tanaan,0
Triple Talaq par Burbak Kuchh nahi bolega,0
Sumit awasthi jaise log Abhi triple talaq jaisi world ki sabse badi problem se chutti nahi pae hai ye to choti problem hai sir j.,0
in logo ko sirf baat chodna aata hai..aur ache kaam mein ungli karna..politics to sirf paiso ke liye hi join kari hai.,0
Ye sab ek politics k liye tha bhai na mai kal uska fan tha or na aaj hu or na kal rahunga,0
Sir ji politics kitna besharam hota hai wo aap jaise leadero se pata chal raha hai.samabedna kya hota hai?popat jaisa yaad kar liya kya?,0
Aaj Pura Pakistan k cricket k shaqeen aap par boht hush hany JI ke qadamat parsat soch ko aaj rad kardea ha cricket ko game maan Kar V good,0
Wah re rajneeti janta ko mar ke rajneeti ho rhi hai  lekin ye log bhool gaye hai ki who lives if india dies....... shame on you politics,0
bhai WO Bollywood ka baap h bhansali ka baap h Salman tu bhi kuchh bhi sochta h yaar sapne me bhi nhi karega,0
"jo sadhu-sant humein muhurat aadi ki aavashyakta k baare mei batate hai, wohi aaj #84KosiParikrama mei iski andheki kar rahe hai #irony",1
@Usman_kopite Lag to raha hai. #sarcasm,0
Auqaat mai reh chutiye  ! Teri gandi politics wahan nehin chalega! Coz wahan janta ki sarkaar hai,0
Tum bhi bollywood ka khota chalte ho ..Jis ka naam hai kapoor khota... Bhag sale...Tu kya tere bete ko bhi nahi dekhna chahte... Mulle,0
Muslimo me triple talaq hota lekin hindu behno ka bhi socho Modi ki Biwi ko insaaf kab dilaunge .,0
Congress party kabhi bhi chair politics ke alawa kuchh soch hi nahi paayi.  Always vote ke baare me sochi.  Desh ka  khyal nhi kr paayi,0
"""LOG KAHEN GY IK PAGAL AYA THA CRICKET KHELA KARTA THA""  *Or jis k Peechay Dunya Pagal hai* @SAfridiOfficialpic.twitter.com/2qSDL1lv8Z",0
"""Loug kahen gey aik pagal aya tha,cricket khailta tha"" hayeee that line tho",0
aabe suwwar yaha cricket ki baat ho rahi hai,0
@PMOIndia sir aap #Mamta di ko kaise samjayenga. .uneh #sarcasm hi dikh tah hai har cheez mei. . We all feel shame on such episode.Jaihind!,0
20 crore muslim yeh faisla bhi suna triple talaq is banned. tere jaise muslim bada appose kar rahe the. bul gaya. abhi 4 biwi bhi ban hoga,0
"@suyashrajd Roti jal gayi hai, par khana achchha hai! ;) #Sarcasm",1
Bharat ke politics ke liye Koi shakat kaanun banana chahiye nahi to future me democracy se logo barosha uth jaayega.,0
Inn bhosdi waalo ko naa temple bnaana h na triple talaq khatam karna h na uniform civil code laana h na kashmiri migrant ka kuch karna hai,0
Ye dengue ki politics apnay pas rkhho. Apnay Punjab k hospitals ki halat pr tawajo do jahan patients k liye beds bhi nhi.,0
@BadnaamShaayar agar ye baat Gujarat Wale baba ne kahi hoti to hum sab unki badhai kar rahe hote aur akalmandi ki tareef karte hote #irony,1
Divide and rule ki politics me unka hi sabse jyada fayeda hai. to khush to honge hi,0
to apni biwi ko #TripleTalaq de kar dekh le pata chal jayega bound hai ki nahi,0
Jin muddo ko @INCIndia  me uthane ki himmat nahi thi unhi muddo ko @BJP4India ko utha rahi h. TRIPLE TALAQ #IndependenceDayIndia,0
acha triple talaq ka mudda aastha se jyda h cow ka mudda aastha se nhi juda ...waah re waah,0
Yeh joh support kar rahe hai woh apne maa baap ko bech ke kha sakte hai Toh yeh Triple Talaq hai kya,0
Akhilesh ji kisi bhi aksmiq ghatana par bhi aap politics karane se baaz nahi aate....,0
#PAKvWXI itna small ground to hmare guly cricket main bhi nahi hota hai.aur @babarazam258 ko @imVkohli batate ho.kha raja bhoj kha gangu tel,0
And moral of the story I am reading is: kartavya se vimukh hokar shanti paana asambhav hai #irony,1
To Sir aap log Gandhi ji ko manne wale in per politics bhi Hoti hai. To fir Unki ye Iccha kayse nahi Mani??,0
"Balochistan Men Cricket Ke Farogh Ke Liye Mazid Stadium Banane Jaenge, Wafaqi Wazir-E-Parlimani Amoor. / KHALID KOSH",0
"Pehle Bollywood ke khan logo par ban lagao, ye Har ek galat cheez par chup baithe Hai Aur apne note chhap Rahe Hai bas.. @aamir_khan @iamsrkpic.twitter.com/Fe73APlL7i",0
Imran khan spoke at #ShikarPur... bus Taliban ka naam laina bhool gayee #Irony,1
Humara Muqabila Duniya E Cricket K Sif Awal Team Se Hai Us Liye Team Ko Khabar Daar Kiya Hai K Har Match Ko Final Samajh Kar Khelen. V Kohli,0
"Sir politics chhod do abhi isme kachche ho, agar rajniti aati hoti to BJP se se haath nhi milate aur 2019 ke loksabha election PM candidate",0
#Bollywood @amitdey10510709   Bhaag Milkha Bhaag!,0
"#TripleTalaq  Millat Me Inteshar, Kamyab Hui Sarkar",0
Jhon Wick 2 to agai Badlapur 2 kab arahi hy#Bollywood,0
Sawaal ka jawaab dene nhi aata tujhe @sardanarohit politics join kar le acha chlega,0
Yar tu khud Dhoni ki tarah luck se cricket khelane wala hai tu kya sikha payega?? BTW redmi ek china mobile hai jo kabhi blast kar sakta hai,0
Ckt News:S Ajmal  Sohail khan k BaaD Ab  Umar Akmal Aur SharJeel khan Ko Be Wajah Cricket se Door Kiya Ja Raha Hai J Miandaad * #D/J_BALOCH*,0
@BCCI pagal ho gya hai jo ise Ye pata nhi hai hai ki Ye apne yaha pagal aadhikari rakha hai pahle scleter ko hatawo uske bad cricket sure kr,0
"Tujhko bula na paaun, Tujhko bhoola na paaun ! #irony of #life",1
DESH azadi ke din veer shahid ko yaad karta hai per MODI ji hai ki triple talaq ko yaad kar rahe hai,0
"'Tujhe dekha to yeh jana sanam......."" LAST PART #DDLJ #SRKajol #SRK #TheBestOfSRK #Bollywood pic.twitter.com/SpvJGvrimb",0
".. Sindh Laar Ikhlaq Elevn Dolfin  Heroes Ke Squads Bi Manzoor Kiye Ja Chuky Hain, Ab Total Teams Ki Taddad 11 Hogai Hai. #VCO #Cricket",0
"Sirji aap jaise log hi bjp ko politics me help kar rahe ho, kyu kejrival ko saath nahi dete or sirf secularism ki baat karte he,...",0
Unhe ek kamyab ladki ki Kewal dress hi dikhi par apni biradari ki Triple Talaq jaisi gandagi nhi diki....,0
Mitroooonnnnnnnn aur  kitne ache din chahiye  #RamRahimVerdict #RightToPrivacy #TripleTalaq,0
"Congrats ab triple talaq se desh me job milenge, bihar k badh ka pani khatam, ghorakhpur k bachhe zinda honge, or jasoda ko bhi pati milega",0
Ab ye kaun keh rha hai baba ne sachin ko bhi cricket sikhaya hai.,0
Mamta banergi sirf vote ki politics Kari hai..  Wo c.m jaise jaise pad ke layak hi nai hai,0
Intolerance ka aalam to ye h ki ab triple talag ko support karne waale Pakistan v nhi Jaa skte kyuki wha v triple talaq ban h. #TripleTalaq,0
Jihadi Mindset Beti ko na padhao Beti ko Burkhe me rakho Beti ko terroristo ko bachane ke liye use karo Aur triple talaq deke safar karne do,0
Cricket News Team Acha Khelti Hai To Khushi Hoti Hai. Nojawanon Ko Khilane Ki Soch Hai. Larke Bhi Ache Hain. Inzamam Ul Haq #M_RaZZaQ*,0
Akhilesh Yadav ji Aap kisi ke bhi laas ke sath politics kar sakte hai..... Wah,0
"@manishkinhikar Mere bhai, practical advice denese to toh sahee main PM banega. Aap kamaoge, desh Dubega>>> #sarcasm @RaisinaSeries",1
Na halala ke liye na khatna ke liye yeah sab politics hay bhai ko AAJ kal chal rahi hay divide and rule,0
Jeej #sarcasm,0
Bomb banane waale Toilet banane ki baat kr rhe h #Irony,1
Ab Bhai Sahab yahi to politics hai ....,0
"Q, kya muslim mahilayen desh ka hissa nahi hai kya? Vote bank politics me unke haq ki chinta ab tak nahi ki gai, modi ji ne ki to galat kya.",0
Jaise Pakistan ki politics ka sbse main hissa Kashmir issue hai vaise hi inhone Pakistan ka naam Lena shuru kr diya hai,0
#NamakHaaramo Kabhi #Ishrat Kabhi #LoveJehad; ; #TripleTalaq Kabhi #BabriMasjid kisi na kisi Roop me #Muslim k Aage Peeche Nazar Aate. #Azan,0
Jisse ummid na thi usne hi bollywood ki izzet bachali warna disaster ki to qatare lag gai thi  Shabaash akki,0
@ishwinderjit chalo acha hai aap logon ne mujhey mera dp dekh kar follow nahi kiya #sarcasm :P,1
What is the similarity between Cricket and Toilet??? 'Dhoni isame bhi hai aur Dhoni usame bhi hai' #IndvsSL #dhoni,0
"@RajkumarHirani agar Gand me dum ho to,triple talaq,halala, multiple marriage,Jo mulle Jo apni bahano se shadi karte hai uspe movie banao...",0
Nahin bhai har time sunta hoon iski commentary cricket ki baat hi jyada karta hai yeh aur kuch bate dusri bhi krta h woh bhi interesting,0
dusre khelo ko bhi mahtav dena chai ye cricket bura nahi lekin dusre game ke khiladi bhi twitter chalake nahi bante,0
App to safal ho gaye Delhi ko murkh banane mai mout par bhi politics karte kuch logo sharm nahi ati,0
"Ek Baar Motakshi Ko Aunty Bola To Usne Muze Block Kiya..ab Ye Khud aise Wahiyat,Ghatiya Show me hass rhi thi #Irony ''AIB National Shame''",1
Inase Milo Harayana Aur Punjab Ki Lagi Padi Hai Ye Politics 2 Khel Rahe Hai Phir Hum Inhe Chutia Bol Sake Hai,0
Tumhara leader bhi waisa hi hai.. triple talaq pe kuch nahi bolega .. kyun .. kyunki .. muslim vote ka sawaal hai,0
Pani se chalnewali car & ISI se chalnewali sarkar.. Sirf Pakistan me hi dekhi ja sakti hain. #Sarcasm,1
"Aapko Halala Pasand Hai kya? Polygamy, Triple Talaq, nikah mutaa Jaisi gandagi sirf Islam mein Hai 16% Muslim 84% jaanwaron ko maar dete hai",0
"Triple talaq is a political conspiracy against Islam& Muslims. Sirf Talaq thrice bolneh se Talaq Nahi hota, marriage Bacho ke Khel Nahi hai",0
Triple talaq illegal ho gaya hai.,0
Ab itna samjhte to bollywood ki filmon ki zarurat na hoti.par ye beghirat unhe dekhbkar bhi nahi......,0
kal #FathersDay manaya aaj apni #BirthDay mnaa raha ha #India :P bari speedaain hain :P #Sarcasm :P,1
"Ek to world ke 2nd grade players, or upar se aaj #londonblast Ab inaka mann cricket me kaha hoga. Match haaro, bhago yaha se  #PAKvWXI",0
Ye Desh ki wo young enery hai jise Apne Kam par hona chahiye tha par AAP ki corruption se bhari politics ne en Ko road par la diya hai. pic.twitter.com/LnM6YkoRjb,0
"Balochistan Men Cricket Ky Fur0gh Kay Liye Mazeed Stedium Banane Jahen Ge, Wafaqi Wazir-E-Parilmani Amoor.",0
Manoj Bharat Kumar on @iPhone_News #iPhoneX   Yet another #Bollywood #Memes #SaturdayThoughtspic.twitter.com/oPqfSAVyoc,0
"Triple Talaq kya ban hua , Mulle aise chilla rahe hai jaise inki lulli hi kaat di ho",0
"Aur mujahidon k liye ghar me maa behno se nikaah,halala, triple talaq jayaz...hai na makhan?",0
Kal m ja rha MAYOR banne   Shree Dinesh Sharma Ji ne Mayor(Lucknow) ki seat mere liye chod di  #Sarcasm,1
tu iska video triple talaq pe dekh tujhe pta lag jaega kitna Sahi bolta hai ye aur hmne bhi granth padhe hue hai ulta bolta hai ye ye,0
Hum kyo jalenge hum to khush hai ki pak cricket shuru huwa khel hai aur indvspak bhi ho  Es se bada maja aur nhi .bus terrorism khatm karo,0
Abhi tak ye baat samajh main nahi aai triple talaq  musalmano k liye ban huva hai magar khush hindu and media ho rahain hain,0
"Chinese President Tweets in Hindi ""Arre indi log, Tumhara triple talaq aur RamRahim topic khatam ho jaye,to meri dhamki per bhi focus Karna""",0
#TripleTalaq @aajtak @ndtvindia @ravishndtv @BDUTT @NDTVIndiaHindi #such kadwa hota hai....pic.twitter.com/n5OXQri9sc,0
Vikrant sir ab aap tv par kyu nahi aa rahe hai cricket ki baat karne plz reply Sir,0
Koi apne naam k aage or plchhe RAM lagaker aur koi RAM ka naam pr gandi politics krke bhagwaan RAM Jaise aadarsh charitra ko badnaam krte ha,0
"@mlkhattar , wah ji sb hote hua apne se na lad paaye, ek ki khusi , dusre ko Dukh ,ye reet purani politics mai Big failure mr manohar ji.",0
Triple talaq ki faslo ko mai samarthan karta hu.ya ek history hai.aaj se talaq bandh.ab sab Milkar is me acha kanun le aya.,0
"wohi log gyan de rahe, jo kabhi hamare samne rote the #irony",1
"agar koyi a66a kare wo birodhi team pe kyu na ho uska nam hona chahiye, akhir match hum logone jita, cricket ko enjoy karo nahi to mat dekho",0
Imran Khan ki politics ka ye haal Hai k us ne Apni jamat main sheikh Rasheed jaise none serious pandy rakhy hue hain.fool bana raha qom ko.,0
Bahina aap to janti hai.Modi ji yogi ji ke aulad nhi hai.Oh maa ki mamta kya jaaney.oh baccho ke ummid se hi jeeti hai.vot ki politics hai,0
Shubham bhai for the sake of cricket hi khush hojao..chalo out of form hi sahi hai bahaney hum ghareeb bhi enjoy ker lengey..,0
to Vasundhra ne kya kiya hai 8 jato ko ticket deke vo cast politics nahi hai kya,0
"Ajeeb Desh Hain Humara ! Pizza aane mein 30 min ki Guraantee aur Ambulance ? "" 3 Idiots #DialogsYouRemember #Sarcasm !",1
Din beetne ko aaya par jinse din hota hai unse guftagu bhi nhi hui #Irony,0
Bollywood ko kya hogaya wow bro ...koi movie nahi chal rahi h ...kahin band naa hojaaye 2-4 saal mein ..,0
Kuchh din bad ye bole ki Muslim Hai esi liye triple talaq band ho gya yaha pr cost polics.... Jisme khao usme Ganda  kro,0
bahi..politics main har cheez jaaiz ha.or ya to.hamari mohajir qoom ke baqaa ka mamlaa hy,0
Iss politics ki shuruwat kab hui thi daroga babu aur kisne shuru ki thi Zara iska bhi lekha jokha bata do?,0
@rsrikanth05 @prof__utonium Bat to sahi hai bhai.. 1st link is always of wiki. #sarcasm #Google,0
Modi ji cricket ki teem to Jeet gayi... Aap ki teem mhagai pay kab Tak kabu payegi.Pura desh aap k Vikas k vade pay taktaki lagaye betha hay,0
Jo public main bolete hai wahe sach bolete hai .. jaise #KanganaRanaut  ne bola ...#bollywood #xpose hua ...hai bhai,0
"Madam Ranjita ranjan khud to Harley Davidson leke ati hai, lekin inko wedding 5 lakhs se kam ki chahiye. #Irony",1
Agar muslim namakharam hai to uske sath film banaye ke liye kyu marte ho.aaz salman khan sir ki wajah se aap ka naam bollywood me hai.,0
#TripleTalaq ka faisla aanay ki khushi main Raveena ka 16000 ft se kood kar khushi ka izhaar,0
Check kiye usme unhone kaha tha triple Talaq walo k pichwde pr laat Marni h so ho ho gaya... TM Ni dekh paye the,0
Are Maine kaha na isko na politics ka Gyan hai na religion ka kuch bhi bol do or Argument kaark apni baat sahi Sabit kaark khush ho jao,0
Nawaz shareef aj bhi politics karne aa gaya ha  Inteha ka beghairat admi hai,0
Nh g @fahadmustafa26 #lollywood  K #sultan hain Aur @BeingSalmanKhan #bollywood  K sultan hain,0
Pehla jake Kapil mishra se certificate leke aaa... besharam to vo log he jo innocent bachcho kee maut pe politics khelte he!,0
modi ne bibi ko chodh diya Aur triple talaq ki bsat karta,0
"@narendramodi aap ki biwi ka kya hua, man ki baat main triple talaq mai bataiyeh ga zarror @narendramodi @ArvindKejriwal @INCIndia",0
sabak to tumhe sikhna hai ab. abhi bhi waqt hai apne karname ko accept karo aur apne dad ki politics karna band karo. b a good leader.,0
Sharam karo Ye Pcb ko Award Jaata hain Nawaz Sharif Chor ki kiya Himat k Cricket ki Wapsi Lay Sharm karo kuch tum Pakistani ho,0
Nafrat ka chasma utarne ki jarurat HALALA nd triple TALAQ karne wale terrorist supporter maulana ko hai jo Muslim women ko slave banate hain,0
Instant triple talaq Ko ban Kiya haii...not divorce...,0
"Modi ne triple Talaq khatam kar diya, iska badla lene ke liye itna gir Jana ki Rohingya ko support karne lage Halala premi, yeh sahi nahi.",0
Pakistani cricket ka aaj Halala hoga... usk baad iska dbaara se nikkah ho jaye ga ICC se. #CricketKiHalalala #PAKVWXI,0
Kahen shameful Bhai... Ye khanaiya Kumar humari subsidy par padhai kare desh virodhi politics kyun,0
"Rawalpindi: Pakistan Me World Eleven Cricket Team Ko Khushamdeed Kahtay Hain, Pur Aman Aur Khail Pasand Qaum Maizbani Ko Baytab Hai. DG ISPR",0
@bhogleharsha @cricketaakash ye rohit sharma test match khel raha hai kya @virendersehwag sikhayo paaji esko Kuch boring cricket,0
@SirJadeja Sirji kya kiya .. Damad ko Run out kar diya. Kahin Triple Talaq ka masla na ho jaye,0
Hrithik Roshan celebrates Raksha Bandhan with sister Sunaina Roshan.  #HrithikRoshan #SunainaRoshan #RakshaBandhan #Bollywood #FilmyWavepic.twitter.com/WVPmLNydgb,0
Jaany kia he pakistan cricket me or pakistani spirit me k jeet ki chaah or haar k drr se door bas khel ka mazza liya  #CricketKiHalalala,0
hahah apni legacy kay khilaf RT: @Shahraza1 Kal Muttahida apnay khilaf ihtijaj aur hartaal kar rahe hai #Irony via @mahobili,0
Abe saale @BeingSalmanKhan teri himmat nahi hai #TripleTalaq aur #Halala ke against bolne ki aur gyaan pel raha hai,0
Sir aap wo hi ho na jisne nirbhya ke kaatil ko silaai machine di thi aaj bahut politics kr rhe ho us din Kya hua tha aapko,0
Logic Dhang ka diya karo Lallan Fans. Dheere Dheere Pure Bollywood ko pta chal gaya hai Ki Lallan ka Lulli chota hai. Chhakka hai Chhakka,0
Triple talaq ko triple tataq de diya 3 mahine mein #tripletalaq,0
Sab samajh rahi hun mai media se kahna mai Bollywood me kam karne nahi aai India to kya karne aai ho tumhe kya lagta hai ye sab karogi mai,0
Yeh ek vishesh tarike ki politics Ek community me darr baithakar ullu sidha kar vote jhatakana  Kafi log jhanse me aa rahe Dukhad for public,0
@SPN_Cricket agly Maich me kohli ko aaram karna chahiy,0
Triple talaq se jyada jruri have vyapari ki suraksha pic.twitter.com/qQRxMgZP1D,0
Politics ki bat nahi par Abhi hm logo ne BJP Ko laya hai viswas k sath agr ye bhi aise Rahe to kya difference rhega.fir to Desh aise rhega.,0
"Triple Talaq sey fursat mil gayi ho to, kutch progress bhi dhyan de diya jaye Sarkar or media gan.  Ekdum Rayta phaila diya hai..",0
"Madam ji kahe balli naam.le ke aa gayi ho, jab aapka halala hoga Na tab mallom hoga ke triple talaq kya hota hai ,",0
Yeh politics wale log tu khud bhaag kar Landon Dubai Qatar wagira chaly jaye Gaye Mary jaye Gaye tu sirf ghareeb loog. En politic wln ki Kya,0
Chinese President Tweets in Hindi KaminoTumhara triple talaq aur Ram Rahim ka topic khatam ho jaye tho meri dhamki pur bhi focus Karna,0
Kuchh loge study ko le k tweet kar rahe hain. Thoda sa vo bhi bata den BJP me kitne high school pasd hain. Ye politics hai bhai,0
#ViruPanti   DHONI or ANHONI kabhi bhi cricket match ka rukh badal sakte hain,0
"Har tragedy bahut dukh ki baat hain, koi bhi responsibility ko na politics karoto bahut relief feel hone laghegha magar ak humanoty ki cont",0
#TripleTalaq bandh. Ab UCC aur Mandir banna baki hain! @RanaAyyub,0
Un say kahain ab aane ki zaroorat bhi nahin hai ..phir kehte hain cricket hamare liye sab kuch hai,0
Kangana Ranaut ne jo aap ki adalat mai itni himmatt se bollywood aur hrithik k baare mai jo reveal kiya uspe aap kuch kahenge @MaheshNBhatt,0
"KyunkiYeh India Hai,aurYahan HarTarahki Chhoot Hai,Jo DoosreDeshme NahiMilti,Jaise'TripleTalaq',Jo Kai LogonkePyarePakistanmeBhi Manaa Hai!",0
Kya Baat Kahi h ye hum hinduo k bahan betio ko ab to samajh aa jani chahiye..#bollywood ke #Khan #Bhando ke chakkar me apni life se na khele,0
@DeeCaps_ #sarcasm sheesh,0
Bura tab lagta hai jab ye chu Bollywood vaale aise Jahilpane par haste hain  Good ki Aamir nhi jaata aise ghatiya tucche logo ke beech,0
Aftab Shivdasani weds Nin Dusanj in Sri Lanka #cinemaghar #realcinemaghar #bollywood pic.twitter.com/X5PpMlx5qL,0
Rifat jawed ki maano.. Bakro ko rakhlo  Triple talaq verdict k baad wasei pareshan hai,0
"#Bollywood_Bitch_Kangana, #oukad hain tumhari ? #Directors & #Producers ka #paltu_billi ho tum ... #Mental_Patient_Kangana !! pic.twitter.com/ZGWXEJj5X6",0
Msd to Bhuvi:  Cricket har bowler ko batsman ban-ne ka mauka awashya deti hai... Ye tumhara mauka hai..  #MahendraBahubali #MSDhoni,0
Koi Muslim agar triple talaq ke khilaf bol de to use turant fatwa de dete he.par in kattar panth ke khilaf kabhi nai bolte.abi Bi wakt he,0
"In haramkhoro ko triple talaq , nikah halala ,musalman dikhte hai....rapists murderers,dhongi babas ,andhe bhakts nhi dikhte",0
"gattiga 4 fans leni pawala gadu, politics lo cheyyalsindhi adhey, andhari madda pattukovadam",0
Koi sharam hoti hai koi haya hoti h politics m ye ab kaha hoti hai Hm hi dupata orha k beth jaty hai Jb maryam r aisha gulalai ayan hoti hai,0
Ek taraf ham chini saman ka bahiskar kar rahe hai or hamari cricket team china mobile oppo ki tshirt pehan kar vigyapan  kar rahi hai Jai ho,0
Is desh m beimano kI politics ki vajah se gareebi aur bhrashtachar h,0
"Sahi kaha aapne, or aaj v maulana modi ji ka muslim prem dekhiye k triple talaq khatam kr rhe hn Kya mohabbat h maulana modi ji ko muslim se",0
"Horan do, rasta lo. Ye bhi suno, mujhe dawat e Islami se pyar hai. #sarcasm",0
Ye log apna kaum khud hi khatam kar lenge kisi dusare ki jarurat nahi padegi kabhi triple talaq fatwa halala uffff khuda khair kare.,0
"mthali ,u r pride of india. aur jo log cricket ko mardon ka khel btate hai, harman aur mithali ki koi bhi inning utha k dekhle",0
Its all about politics Agar kisi ko triple talaaq ke bare me nahi pata hai to uske bare me puche  Aur media ko dalali band kar dena chahiye,0
"While @RedChilliesEnt bring #JabHarryMetSejal, #RajahSpices is adding a #Foodie twist with Jab Punjabi Kadhi meets Gujarati Kadhi #Bollywood pic.twitter.com/XPNymmCwDM",0
Kya stud Banda hai tu yaar ! Wah wah ! #sarcasm,1
Ab aap bhi ram ram start kar do nahi to budhapa bina ram pura nahi hota hindu ka mulla k liay politics band karo nahi to bahut problem hona,0
Haan same case congress kai tym pai bhi hua tha. Yrr politics se bhar aao aur compare karne kai bajaya asa sadhu wagra se dur raho,0
Abhi Bhopal tumhare dimaag mein politics hi ghoom rahi hai shame on you,0
Shakeel bhai aap kab se politics ki baat karne lage hai,0
"Koi ek muslim dikha do jo modi k bare me acha bole,mai chahta hu modi ko b triple talaq k bare me kuch ni krna chahiye,ye khudh chahti ha",0
Log patthar ko poojte hain aur phoolon ko tod deta hain #irony,1
Mohammed shami ko kyun nahi khilarahen hain polititon ki tarah cricket mein bhi aida horaha hai,0
Hum log Bhi Ladenge Par TMC Ke Sardha Kaand Ke Politics Leader Ko Jail Jaana Hoga Aur TMC Waapas Nahi Aayegi Bengal Mein. @BJP4India,0
Is samay apko cricket ki padi he log apni jaan nahi bacha payenge agar aap jese log samay rhte mumbai ki barish pr dhyan nhi denge to,0
#Bollywood kareena kapoor in #mera_naam_marypic.twitter.com/GB1enxvvkE,0
#TripleTalaq aur Burkha pe bolne ko bolo toh Anand bhais kalti maar lete hai.,0
burkha...neend to na aayegi aaj tumhe. thoda burnol lagao aur so jao. #TripleTalaq,0
"Baat theek hai, Lahore mein hamla hua tha team par, Lahore mein sirf cricket team ko khatra hai Karachi me sab ko hi khatra hai bhai",0
NEW INDIA HARYANA ME LIVE DIKHA RAHA HAI @mlkhattar and @BJP4India vote bank politics me bheer ikatha hone diya,0
"Triple talaq aastha ka prashn nahi hai , ye sati ki tarah ek kupratha hai jiska sabhya samaaj mein koi sthaan nahi honaa chaahiye !",0
Beer chadh gayi ... #irony,1
"aur sarkaar ki saari media hamid ansari, gaay, triple talaq, madarso, Modi aur yogi ka bhajan ga rahi hai,,,no channel dare to show this ..",0
"#TripleTalaq islam quran,insanyat k khilaf  teen talaq muslim aurat par zulm ,molana,personal law board  i dukan band ho  teen talaq band ho",0
ise kahte h khun ki dalali apni politics ko chamkane ke liye isme bhi rajneeti sujh rahi h aapko,0
sahi hai but politics apni jagah. Is tarah kisiki death ka mazak mat banaye. Ye baat Bina mazak kiye proper way se bhi boli ja sakti hai.,0
Rahibbaat kissan sewa ki to... Peechle 70 yrs se ye sab chal raha hai. Aur khud Yogendra mahasay politics mw kab se hai??  Kya kiya inhobe,0
Lala aap k bagher bekaar pheeki hai cricket and meri is baat se sab agree karengein ok,0
"Ram Mandir is aastha ka prashn, Triple Talaq and Polygamy, vaasna ka prashn, Choose.",0
Babua tum bole ho tum amir cricket khelne se bane ho .. ess hi saab se to ashish nehra ko ambani ke pass baju me baithna  chahiye,0
politics wale hote hi he aksar dogle type ke isko aam log samajh paye bahut mushkil he mana lalu chara chor the nitish kya he dogla,0
Bhole bhai  politics  sadyantron ka mayajaal hai,0
Naresh ji khairiyat? Aap cricket nahi dekhte 2 innings hoti Hai 2.5 saal apni inning khatam ab samne wale ki Bari Hai!!!,0
Mansi Joshi !! #Cricket pic.twitter.com/Gb2MDuE4HS,0
Patrakar ki odhani odha ke hamla karna chhod politics kyo na join karti khul ke aaona studio se kahna aasan.,0
"Hey @imVkohli! The PM had called for #SwachhBharat, not Swachh Sri Lanka! Aerial ki dhulai kar daali yaar! #Whitewash #IndVsSL #Cricket",0
@ajuonline #sarcasm Haal chaal thik thak hai-song frm Mere Apne-Lyric Gulzar saab ;-),0
Kehte hain Agar kisi cheez ko dil se chaaho to puri kayanat usey tumse milane ki koshish mein lag jaati hai. #dada is back #ipl4 #srk #irony,0
Indians ka India se yarana bana rahega. Tukde politics wali aap samjti jaroor ho magar Bharatki janta ka apne desh se pyar accept nahi karti,0
Ye h bikaau politics..kuch vote k liye kuch bhi kr sekti h,0
TIL that @RayuduAmbati is ek number ka chootiya. #AmbatiRayudu #Cricket,0
Aap Muslim Khatoon Se Guzarish Hai Ki Aag Aaye Aur Triple Talaq Ki Debate Me Hissa Lekar Apne Khayalat A Izhar Kare Jaisa Aapne Kiya salute.,0
